-9900	2800	1
-8900	2800	2
-7900	2800	3
-6900	2800	4
-5900	2800	5
-4900	2800	6
-3900	2800	7
-2900	2800	8
-1900	2800	9
-900	2800	10
-392.2322703	2800	11
-380.838769	2810	12
-369.2744729	2820	13
-357.5185993	2830	14
-345.5473702	2840	15
-333.3333333	2850	16
-320.844474	2860	17
-308.0430342	2870	18
-294.8839123	2880	19
-281.3124431	2890	20
-267.2612419	2900	21
-252.6455763	2910	22
-237.3563316	2920	23
-221.2488394	2930	24
-204.1241452	2940	25
-185.6953382	2950	26
-165.5211777	2960	27
-142.8571429	2970	28
-116.2476387	2980	29
-81.92319205	2990	30
0	3000	31
57.8314932	2990	32
81.92319205	2980	33
100.5037815	2970	34
116.2476387	2960	35
130.188911	2950	36
142.8571429	2940	37
154.566442	2930	38
165.5211777	2920	39
175.8631145	2910	40
185.6953382	2900	41
195.0955759	2890	42
204.1241452	2880	43
212.8289624	2870	44
221.2488394	2860	45
229.4157339	2850	46
237.3563316	2840	47
245.0931892	2830	48
252.6455763	2820	49
260.0301105	2810	50
267.2612419	2800	51
274.3516306	2790	52
281.3124431	2780	53
288.1535892	2770	54
294.8839123	2760	55
301.5113446	2750	56
308.0430342	2740	57
314.485451	2730	58
320.844474	2720	59
327.1254654	2710	60
333.3333333	2700	61
339.4725846	2690	62
345.5473702	2680	63
351.5615247	2670	64
357.5185993	2660	65
363.4218922	2650	66
369.2744729	2640	67
375.0792058	2630	68
380.838769	2620	69
386.5556717	2610	70
392.2322703	2600	71
397.8707809	2590	72
403.4732924	2580	73
409.0417767	2570	74
414.5780988	2560	75
420.0840252	2550	76
425.561232	2540	77
431.0113119	2530	78
436.4357805	2520	79
441.8360822	2510	80
447.2135955	2500	81
452.5696379	2490	82
457.9054699	2480	83
463.2222995	2470	84
468.5212857	2460	85
473.8035415	2450	86
479.0701376	2440	87
484.3221048	2430	88
489.560437	2420	89
494.7860932	2410	90
500	2400	91
505.2030538	2390	92
510.3961223	2380	93
515.5800469	2370	94
520.7556439	2360	95
525.9237061	2350	96
531.0850045	2340	97
536.2402895	2330	98
541.390292	2320	99
546.535725	2310	100
551.6772844	2300	101
556.81565	2290	102
561.9514869	2280	103
567.085446	2270	104
572.218165	2260	105
577.3502692	2250	106
582.4823725	2240	107
587.6150779	2230	108
592.7489784	2220	109
597.8846572	2210	110
603.0226892	2200	111
608.1636406	2190	112
613.3080702	2180	113
618.4565298	2170	114
623.6095645	2160	115
628.7677132	2150	116
633.9315096	2140	117
639.1014819	2130	118
644.2781539	2120	119
649.462045	2110	120
654.6536707	2100	121
659.8535433	2090	122
665.0621718	2080	123
670.2800626	2070	124
675.5077199	2060	125
680.7456457	2050	126
685.9943406	2040	127
691.2543037	2030	128
696.5260331	2020	129
701.8100266	2010	130
707.1067812	2000	131
712.416794	1990	132
717.7405626	1980	133
723.0785847	1970	134
728.4313591	1960	135
733.7993857	1950	136
739.1831658	1940	137
744.5832023	1930	138
750	1920	139
755.4340661	1910	140
760.8859103	1900	141
766.3560447	1890	142
771.844985	1880	143
777.3532497	1870	144
782.8813613	1860	145
788.4298457	1850	146
793.9992334	1840	147
799.5900589	1830	148
805.2028616	1820	149
810.8381858	1810	150
816.4965809	1800	151
822.178602	1790	152
827.8848099	1780	153
833.6157713	1770	154
839.3720597	1760	155
845.1542547	1750	156
850.9629434	1740	157
856.7987198	1730	158
862.6621856	1720	159
868.5539505	1710	160
874.4746322	1700	161
880.4248571	1690	162
886.4052604	1680	163
892.4164866	1670	164
898.4591898	1660	165
904.5340337	1650	166
910.6416928	1640	167
916.7828519	1630	168
922.958207	1620	169
929.1684655	1610	170
935.4143467	1600	171
941.6965821	1590	172
948.0159161	1580	173
954.373106	1570	174
960.7689228	1560	175
967.2041516	1550	176
973.6795921	1540	177
980.1960588	1530	178
986.7543821	1520	179
993.3554081	1510	180
1000	1500	181
1006.689038	1490	182
1013.423419	1480	183
1020.204061	1470	184
1027.031899	1460	185
1033.907886	1450	186
1040.833	1440	187
1047.808235	1430	188
1054.834611	1420	189
1061.913167	1410	190
1069.044968	1400	191
1076.2311	1390	192
1083.472678	1380	193
1090.770838	1370	194
1098.126747	1360	195
1105.541597	1350	196
1113.016608	1340	197
1120.553032	1330	198
1128.15215	1320	199
1135.815274	1310	200
1143.54375	1300	201
1151.338958	1290	202
1159.202312	1280	203
1167.135264	1270	204
1175.139303	1260	205
1183.215957	1250	206
1191.366794	1240	207
1199.593427	1230	208
1207.897509	1220	209
1216.280742	1210	210
1224.744871	1200	211
1233.291694	1190	212
1241.923058	1180	213
1250.640861	1170	214
1259.44706	1160	215
1268.343665	1150	216
1277.332747	1140	217
1286.41644	1130	218
1295.596939	1120	219
1304.876509	1110	220
1314.257481	1100	221
1323.742263	1090	222
1333.333333	1080	223
1343.033253	1070	224
1352.844662	1060	225
1362.770288	1050	226
1372.812946	1040	227
1382.975545	1030	228
1393.261092	1020	229
1403.672693	1010	230
1414.213562	1000	231
1424.887024	990	232
1435.696517	980	233
1446.645605	970	234
1457.737974	960	235
1468.977446	950	236
1480.367982	940	237
1491.913688	930	238
1503.618823	920	239
1515.487808	910	240
1527.525232	900	241
1539.735859	890	242
1552.124644	880	243
1564.696732	870	244
1577.457477	860	245
1590.412451	850	246
1603.567451	840	247
1616.928518	830	248
1630.501943	820	249
1644.294287	810	250
1658.312395	800	251
1672.563408	790	252
1687.054785	780	253
1701.794317	770	254
1716.790151	760	255
1732.050808	750	256
1747.585207	740	257
1763.402688	730	258
1779.513042	720	259
1795.926533	710	260
1812.653934	700	261
1829.706558	690	262
1847.09629	680	263
1864.835634	670	264
1882.937743	660	265
1901.416476	650	266
1920.286437	640	267
1939.563034	630	268
1959.262534	620	269
1979.402129	610	270
2000	600	271
2021.075398	590	272
2042.64872	580	273
2064.741605	570	274
2087.377028	560	275
2110.579412	550	276
2134.374746	540	277
2158.790717	530	278
2183.856856	520	279
2209.604702	510	280
2236.067977	500	281
2263.282788	490	282
2291.287847	480	283
2320.124722	470	284
2349.838107	460	285
2380.476143	450	286
2412.090757	440	287
2444.738061	430	288
2478.478796	420	289
2513.378835	410	290
2549.509757	400	291
2586.949496	390	292
2625.783091	380	293
2666.103544	370	294
2708.012802	360	295
2751.622898	350	296
2797.057277	340	297
2844.452336	330	298
2893.959226	320	299
2945.745976	310	300
3000	300	301
3100	300	302
3200	300	303
3300	300	304
3400	300	305
3500	300	306
3600	300	307
3700	300	308
3800	300	309
3900	300	310
4000	300	311
4500	300	312
5000	300	313
5500	300	314
6000	300	315
6500	300	316
7000	300	317
7500	300	318
8000	300	319
8500	300	320
9000	300	321
9500	300	322
10000	300	323
11000	300	323
12000	300	323
13000	300	323
14000	300	323
15000	300	328
